t - Sample3[s],x - mass1[m],Fi - springDamper1[N]
0,0.001,-100
0.004030508646,0.000998592346212951,-99.8189924243131
0.012233168554,0.000988647593154782,-98.7435211662716
0.019615562471,0.000974396789236627,-97.2466499272468
0.026997956388,0.000954955926504458,-95.2322599530968
0.033642110913,0.000933350391912371,-93.0099127797542
0.039621849985,0.000910666995922871,-90.6873427320723
0.045601589057,0.00088483489806054,-88.051478609766
0.050983354222,0.000859112698747428,-85.4332757440771
0.056365119387,0.000830998253532346,-82.577385146937
0.061208708035,0.000803820770920189,-79.820974888937
0.066052296683,0.00077483952490984,-76.8856100610934
0.070411526466,0.000747348064262157,-74.1041605112714
0.074770756249,0.000718506969180697,-71.1890140374919
0.079129986032,0.000688370553417248,-68.1456620205277
0.093433312311,0.000582614549274686,-57.4811005109687
0.106306305962,0.000478027953330244,-46.9556515448093
0.117892000248,0.000377357547148863,-36.840308547961
0.129477694534,0.000271811929971349,-26.2493682010963
0.14106338882,0.000162790469894902,-15.3232601014766
0.15972028999,-1.55138524257929e-005,2.51893234325561
0.17837719116,-0.000192660979749347,20.2124202659138
0.196288716752,-0.000356301960065875,36.525903860044
0.214200242344,-0.000508427898075218,51.6599430019968
0.232111767936,-0.000644301126910779,65.1432967292179
0.248232140969,-0.000749347550899756,75.5351901342822
0.262740476698,-0.000827606033495181,83.2464238532183
0.277248812427,-0.000888640986874558,89.2254051994477
0.290306314583,-0.000927831488717517,93.0259761942504
0.303363816739,-0.000951377663094287,95.2581808575238
0.316421318895,-0.000958891639475505,95.8853083343479
0.329478821051,-0.000950264979552877,94.8986118213969
0.354552074134,-0.000889428812942027,88.5843355931263
0.379625327217,-0.000773589928906453,76.7919899586259
0.4046985803,-0.000609717746121313,60.2316804090087
0.429771833383,-0.00040793073770587,39.9261276422249
0.454845086466,-0.000180807367880988,17.141095137521
0.479918339549,5.76068108363734e-005,-6.71393008249474
0.508584458442,0.000324701146280206,-33.3656971707602
0.537250577335,0.000564768007222198,-57.2415607777314
0.565916696228,0.000758053089460019,-76.3770617043402
0.594582815121,0.000888847591661747,-89.2172922956688
0.623248934014,0.000946665095051695,-94.7332751764313
0.651915052907,0.000926997852079002,-92.4960111996877
0.687747701523,0.000796712550589015,-79.1563334660659
0.723580350139,0.000565575542920627,-55.7982053318903
0.759412998755,0.000263528593587275,-25.4465564673105
0.795245647371,-7.06671748950054e-005,8.00433278209356
0.831078295987,-0.000394481583294524,40.2979902236149
0.866910944603,-0.000666929493401491,67.3475124662519
0.902743593219,-0.000853659983138142,85.7429951208022
0.938576241835,-0.00093128995781207,93.1816829757167
0.974408890451,-0.000890383444989384,88.7613436528364
1.010241539067,-0.000736617500796422,73.0915625380388
1.046074187683,-0.000490105033195726,48.2206659208677
1.090864998453,-0.000100086080217468,9.08864746325216
1.135655809223,0.000307980024057997,-31.6656942427662
1.180446619993,0.000652988301283027,-65.9429922010636
1.220758349686,0.000852743041603338,-85.6079199577601
1.261070079379,0.000914548528655389,-91.4262601538529
1.297350636102,0.000844564000620331,-84.1057727331672
1.333631192825,0.000665248563859617,-65.8991780285235
1.369911749548,0.000400197292660212,-39.2013954785956
1.415262445452,1.55334785747671e-006,0.75132652735929
1.460613141356,-0.000395677812834362,40.3786783005873
1.50596383726,-0.000710531077207075,71.6043054241334
1.546779463573,-0.000870291088415918,87.2505901269149
1.587595089886,-0.000885997552368427,88.4571593200049
1.624329153567,-0.000775431986385115,77.0930630069861
1.661063217248,-0.000562224686985999,55.5261081620135
1.697797280929,-0.000275003468794819,26.6514750287111
1.73453134461,4.78148217800321e-005,-5.66914640350875
1.771265408291,0.000363006190800881,-37.1085288055285
1.807999471972,0.000628458867025827,-63.4665899075331
1.844733535653,0.000808946413125991,-81.2461501478387
1.881467599334,0.000880801631216895,-88.1167708995824
1.918201663015,0.000834940689932604,-83.212239173802
1.954935726696,0.00067796994878299,-67.2356339609389
1.991669790377,0.000431261763897788,-42.3612872622947
2.037587369978,4.77785001630369e-005,-3.9052769424188
2.083504949579,-0.00034378359211003,35.1768953524987
2.12483077122,-0.000635159946118518,64.1054962414867
2.166156592861,-0.0008176761725874,82.0500355957556
2.203349832338,-0.000863867581713691,86.3520692924037
2.240543071815,-0.000792022885250729,78.8567582487806
2.277736311292,-0.000612407063636458,60.6327974679155
2.324227860638,-0.000274928839751454,26.6784494486972
2.370719409984,0.000119583847608191,-12.8051170892759
2.41721095933,0.000486468093472612,-49.3452643317779
2.459053353741,0.000727778501948636,-73.2150590421991
2.500895748152,0.000841801928597345,-84.2823433417679
2.538553903122,0.000819926493394077,-81.7782172994183
2.576212058092,0.000683611070522716,-67.8616165294141
2.613870213062,0.000452268522325804,-44.5133429732038
2.660942906774,7.96679201129336e-005,-7.12977097035966
2.708015600486,-0.000308692216872826,31.646608138391
2.755088294198,-0.000627457051501965,63.2939834604696
2.797453718539,-0.000796736312436118,79.9128198304635
2.835582600446,-0.000827947211127061,82.7197499080407
