1701,2455513927628; 582511,509282738
1703,9744188413374; 621323,6746536582
1706,703286289912; 664501,5307785687
1709,432153738487; 738223,203874717
1712,1610211870616; 850986,1324753296
1714,8898886356362; 945829,8570815823
1717,618756084211; 1018272,3443220616
1720,331118286121; 1072287,2865619292
1723,0764909813604; 1190613,2932133707
1725,805358429935; 1233343,3180929022
1728,53422587851; 1276204,8687551743
1731,2630933270846; 1308915,7922049873
1733,9919607756592; 1355086,4391161702
1736,720828224234; 1356249,383493957
1739,4496956728087; 1306370,0158841074
1742,1785631213834; 1284750,585223659
1744,907430569958; 1257534,5465877713
1747,636298018533; 1359897,5655011754
1750,3107952428002; 1492153,0348220642
1753,0940329156822; 1651987,5685483874
1755,8229003642568; 1780217,7406987092
1757,803529964029; 1991248,7376551512
1760,3804781529795; 2151306,2514658696
1762,1420519444819; 2290221,2228586487
1763,6280481203953; 2489877,991122237
1765,1283099677735; 2667206,7490570443
1766,6503421763437; 2882953,269857017
1769,115125678282; 3020581,545952604
1771,843993126857; 2948344,961384253
1774,1327206643712; 2781587,6463057697
1775,7101821056117; 2618175,9911254956
1777,5532365446122; 2463271,3669754663
1778,9769272006483; 2298748,554891404
1743,3487511563367; 1236041,666666667
1765,6244218316374; 2779791,666666667
