1701,509635339399; 302828,0985019398
1704,2385027879736; 305084,6353151626
1706,9673702365485; 304477,1061731409
1709,6962376851232; 314413,3072836618
1712,4251051336978; 351891,8627119553
1715,1539725822727; 415762,3932969221
1717,8828400308473; 427702,20072071627
1720,611707479422; 423651,1798703186
1723,3405749279966; 425994,50656096917
1726,0694423765715; 428031,1756846965
1728,7983098251461; 432694,68509868626
1731,5271772737208; 427793,8811388635
1734,2560447222954; 426178,00515896874
1736,9849121708703; 438484,75342169916
1739,713779619445; 493634,1724896636
1742,4426470680196; 563486,2274203007
1745,1715145165945; 673180,0996972257
1747,9003819651691; 742772,9824627391
1750,6292494137438; 769616,7543037036
1753,3581168623184; 801124,0518342871
1756,0869843108933; 834695,6851610583
1758,815851759468; 853515,5065114568
1761,3686632436184; 891482,2172839986
1763,7454187633448; 1055449,4016173198
1766,4742862119197; 1124579,4551317007
1769,2031536604943; 1153790,8294033348
1771,932021109069; 1174406,9013822568
1774,6608885576436; 1217782,9667437319
1777,3897560062185; 1246809,9101315704
1779,3263716148842; 1220187,9749852167
