time,confirmed,change_confirmed,recovered,change_recovered,deaths,change_deaths
2021-06-01 00:00:00,3692908,0.0008095024256616876,3509660,0.003166999182525482,88781,0.0020315797790092663
2021-06-02 00:00:00,3698004,0.0013799423110459291,3518860,0.0026213365397217965,88945,0.001847242090086843
2021-06-03 00:00:00,3701692,0.0009972947568472072,3526110,0.0020603263556947422,89031,0.0009668896509078644
2021-06-04 00:00:00,3704685,0.0008085491715680289,3533860,0.002197889458922155,89152,0.0013590771753658837
2021-06-05 00:00:00,3706934,0.0006070691570268457,3538290,0.0012535867295252218,89228,0.0008524766690595837
2021-06-06 00:00:00,3708898,0.0005298179034209943,3542000,0.0010485290917364037,89249,0.0002353521316178778
2021-06-07 00:00:00,3710342,0.0003893339746738789,3549820,0.002207792207792208,89390,0.0015798496341695705
2021-06-08 00:00:00,3712595,0.0006072216523436384,3557840,0.002259269484086517,89497,0.0011970019017787225
2021-06-09 00:00:00,3715870,0.0008821323090722258,3563140,0.0014896678883817148,89592,0.0010614880945730024
2021-06-10 00:00:00,3718617,0.0007392615995715674,3568460,0.001493065105496837,89693,0.0011273327975712118
2021-06-11 00:00:00,3720811,0.0005900042946073769,3574000,0.0015524904300454538,89821,0.0014270901854102327
2021-06-12 00:00:00,3722295,0.00039883778025812116,3577840,0.0010744264129826525,89841,0.0002226650783224413
2021-06-13 00:00:00,3723295,0.000268651463680337,3581340,0.0009782438566285803,89849,8.904620384902216e-05
2021-06-14 00:00:00,3724168,0.0002344697371548588,3585660,0.0012062524083164402,89944,0.0010573295195272067
2021-06-15 00:00:00,3725328,0.0003114789665772328,3590610,0.0013804989876340758,90079,0.0015009339144356488
2021-06-16 00:00:00,3726767,0.0003862747119179841,3593730,0.0008689331339243192,90185,0.0011767448572919327
2021-06-17 00:00:00,3727668,0.00024176451063347937,3597940,0.001171484780437039,90277,0.0010201252979985585
2021-06-18 00:00:00,3728601,0.00025029053016524,3600360,0.0006726071029533566,90374,0.001074470795440699
2021-06-19 00:00:00,3729597,0.0002671243182094303,3602150,0.0004971725049717251,90390,0.00017704206962179387
2021-06-20 00:00:00,3730126,0.00014183838092962859,3604050,0.00052746276529295,90400,0.00011063170704723974
2021-06-21 00:00:00,3730619,0.00013216711714295979,3606150,0.0005826778207849503,90477,0.0008517699115044248
2021-06-22 00:00:00,3731304,0.00018361564126489466,3609310,0.000876280798081056,90553,0.0008399924842777722
2021-06-23 00:00:00,3732439,0.0003041832024407553,3612840,0.000978026270949295,90620,0.0007398981811756651
2021-06-24 00:00:00,3732914,0.00012726262907444702,3616140,0.0009134088417975886,90685,0.0007172809534319134
2021-06-25 00:00:00,3733665,0.00020118331148266476,3617470,0.0003677954946434596,90752,0.000738821194243811
2021-06-26 00:00:00,3734153,0.00013070267418207042,3618510,0.0002874937456288511,90761,9.917136812411847e-05
2021-06-27 00:00:00,3734489,8.998024451595851e-05,3619010,0.0001381784215049841,90768,7.712563766375426e-05
2021-06-28 00:00:00,3734830,9.131102006191476e-05,3620830,0.0005028999643548926,90826,0.0006389917151419002
2021-06-29 00:00:00,3735399,0.00015234963840388987,3622220,0.0003838898816017322,90883,0.0006275736022724771
2021-06-30 00:00:00,3736205,0.00021577346891188867,3623800,0.0004361965866236728,90945,0.0006821957901917851
2021-07-01 00:00:00,3736959,0.00020180905490999558,3625010,0.00033390363706606324,91014,0.0007587003133762164
2021-07-02 00:00:00,3737630,0.00017955776341137272,3625740,0.00020137875481722809,91032,0.00019777177137583228
2021-07-03 00:00:00,3738059,0.00011477861639595144,3626610,0.00023995101689586125,91040,8.788118463836892e-05
2021-07-04 00:00:00,3738470,0.00010995011047177159,3627520,0.00025092303831953256,91039,-1.0984182776801407e-05
2021-07-05 00:00:00,3738862,0.00010485572975040592,3628600,0.0002977240649258998,91068,0.0003185447994815409
2021-07-06 00:00:00,3739575,0.00019069973697879194,3628910,8.543239817009315e-05,91118,0.0005490402775947643
2021-07-07 00:00:00,3740567,0.00026527078611874346,3630340,0.00039405771981118295,91148,0.0003292433986698567
2021-07-08 00:00:00,3741470,0.00024140725189523407,3631310,0.00026719260454943615,91197,0.0005375872207837802
2021-07-09 00:00:00,3742355,0.00023653804520683047,3632230,0.00025335209607552095,91232,0.00038378455431647973
2021-07-10 00:00:00,3743164,0.00021617404014317188,3632330,2.7531296200956436e-05,91239,7.672746404770257e-05
2021-07-11 00:00:00,3743732,0.0001517432845581973,3632930,0.0001651832294973199,91241,2.1920450684466072e-05
2021-07-12 00:00:00,3744285,0.00014771356496672304,3633520,0.00016240334936263567,91268,0.0002959195975493473
2021-07-13 00:00:00,3745312,0.0002742846765136735,3634550,0.0002834716748497325,91295,0.0002958320550466757
2021-07-14 00:00:00,3746935,0.00043334173494758246,3635420,0.00023936938548100865,91326,0.00033955857385398983
2021-07-15 00:00:00,3748379,0.00038538165193684974,3636120,0.0001925499667163629,91346,0.00021899568578499003
2021-07-16 00:00:00,3749944,0.0004175138106365445,3636960,0.00023101547803702847,91367,0.0002298951240338931
2021-07-17 00:00:00,3751253,0.00034907187947340014,3637480,0.00014297655184549734,91369,2.188974137270568e-05
2021-07-18 00:00:00,3752236,0.00026204577510501156,3638720,0.0003408953451290454,91370,1.0944631111208397e-05
2021-07-19 00:00:00,3753220,0.0002622436328631781,3639640,0.00025283616216691584,91404,0.00037211338513735363
2021-07-20 00:00:00,3754846,0.00043322800155599727,3640270,0.00017309404226791662,91423,0.00020786836462299244
2021-07-21 00:00:00,3756497,0.0004396984590047102,3641100,0.00022800506555832397,91466,0.0004703411614145237
2021-07-22 00:00:00,3758425,0.0005132441207859344,3642010,0.0002499244733734311,91505,0.0004263879474340192
2021-07-23 00:00:00,3760291,0.0004964845646780234,3642120,3.020310213316273e-05,91514,9.835528113217857e-05
2021-07-24 00:00:00,3761869,0.00041964837295836943,3643350,0.0003377153965272973,91531,0.0001857639268308674
2021-07-25 00:00:00,3763018,0.00030543328329614883,3644560,0.0003321119299545748,91534,3.277578088297954e-05
2021-07-26 00:00:00,3764441,0.00037815391794564896,3645870,0.00035943982263976997,91573,0.00042607118666287936
2021-07-27 00:00:00,3766501,0.0005472260024795182,3647240,0.0003757676494224972,91592,0.00020748473895143766
2021-07-28 00:00:00,3769552,0.0008100356272306843,3653990,0.0018507145128919401,91709,0.001277404140099572
2021-07-29 00:00:00,3772326,0.0007358964672725034,3649670,-0.0011822692454002337,91622,-0.0009486528039777993
2021-07-30 00:00:00,3774918,0.0006871092265090556,3652400,0.00074801283403705,91663,0.0004474907773242234
2021-07-31 00:00:00,3776724,0.0004784209882174924,3653150,0.0002053444310590297,91666,3.272858187054755e-05
2021-08-01 00:00:00,3778277,0.0004112029367250559,3654720,0.0004297660922765285,91666,0.0
2021-08-02 00:00:00,3779797,0.00040229977844398387,3654950,6.293231766045005e-05,91685,0.00020727423472170707
2021-08-03 00:00:00,3782344,0.0006738457118199734,3658150,0.0008755249729818465,91710,0.0002726727381796368
2021-08-04 00:00:00,3786003,0.0009673895341090075,3659260,0.0003034320626546205,91736,0.000283502344346309
2021-08-05 00:00:00,3789460,0.0009131001745112193,0,-1.0,91761,0.00027252114764105695
2021-08-06 00:00:00,3792848,0.0008940587841011648,0,na,91785,0.00026154902409520383
2021-08-07 00:00:00,3795609,0.0007279490240579111,0,na,91789,4.358010568175628e-05
2021-08-08 00:00:00,3797849,0.0005901556245651225,0,na,91791,2.1789103269454946e-05
2021-08-09 00:00:00,3800069,0.0005845414075177817,0,na,91810,0.00020699197089039232
2021-08-10 00:00:00,3803351,0.0008636685281240946,0,na,91824,0.0001524888356388193
2021-08-11 00:00:00,3808838,0.0014426751567236367,0,na,91841,0.00018513678341174422
