t - Sample3[s],x - mass1[m],Fi - springDamper1[N]
0,0.001,-100
0.004030508646,0.000998591858668896,-99.8591858668896
0.012379617318,0.000988341328314664,-98.8341328314664
0.019893815123,0.000973617866331187,-97.3617866331187
0.027408012928,0.000953510660077677,-95.3510660077678
0.034170790952,0.000931152594936168,-93.1152594936168
0.040257291173,0.000907672259682127,-90.7672259682127
0.046343791394,0.000880928248178557,-88.0928248178557
0.051821641593,0.000854296284134964,-85.4296284134964
0.057299491792,0.000825187634200576,-82.5187634200576
0.062229556971,0.000797050712903733,-79.7050712903733
0.06715962215,0.000767049436326489,-76.7049436326489
0.071596680811,0.000738594031695575,-73.8594031695575
0.076033739472,0.00070874652071264,-70.874652071264
0.080470798133,0.000677564675492313,-67.7564675492313
0.094758344002,0.000570335261378344,-57.0335261378344
0.107617135284,0.000464528822447541,-46.4528822447541
0.119190047438,0.000362847886755002,-36.2847886755002
0.130762959592,0.000256377679536599,-25.6377679536599
0.142335871746,0.000146521695396697,-14.6521695396697
0.160925822109,-3.24808317221003e-005,3.24808317221003
0.179515772472,-0.000210080774973617,21.0080774973617
0.197425608957,-0.000374490821677269,37.4490821677269
0.215335445442,-0.000527089694982016,52.7089694982016
0.233245281927,-0.00066310284761021,66.310284761021
0.249364134763,-0.000767962680287882,76.7962680287882
0.263871102315,-0.000845780172966455,84.5780172966455
0.278378069867,-0.000906099848857555,90.6099848857555
0.291434340664,-0.00094440357079606,94.440357079606
0.304490611461,-0.000966827304110901,96.6827304110901
0.317546882258,-0.000972981698383636,97.2981698383636
0.330603153055,-0.000962760551307587,96.2760551307587
0.355716007929,-0.000898076705342723,89.8076705342723
0.380828862803,-0.000777459212530698,77.7459212530698
0.405941717677,-0.000608063263900908,60.8063263900908
0.431054572551,-0.000400272914644134,40.0272914644134
0.456167427425,-0.000166999997338273,16.6999997338273
0.481280282299,7.73323108065639e-005,-7.73323108065639
0.509782839642,0.000348466438215561,-34.8466438215561
0.538285396985,0.000591681096362409,-59.1681096362409
0.566787954328,0.000787083914375686,-78.7083914375686
0.595290511671,0.000918819010707509,-91.8819010707509
0.623793069014,0.000976251804078,-97.6251804078
0.652295626357,0.000954744043162829,-95.4744043162829
0.687923823036,0.000819974562858039,-81.9974562858039
0.723552019715,0.000581915904690245,-58.1915904690245
0.759180216394,0.000270739949198587,-27.0739949198587
0.794808413073,-7.42585848857296e-005,7.42585848857296
0.830436609752,-0.000409706084770784,40.9706084770784
0.866064806431,-0.000693507191727662,69.3507191727662
0.90169300311,-0.000890028022649246,89.0028022649246
0.937321199789,-0.000974571717630342,97.4571717630342
0.972949396468,-0.00093653428545756,93.653428545756
1.008577593147,-0.000780757309731118,78.0757309731118
1.044205789826,-0.000527013810747511,52.7013810747511
1.088741035675,-0.000121099891728798,12.1099891728798
1.133276281524,0.000308551534920562,-30.8551534920562
1.177811527373,0.000677417139077918,-67.7417139077918
1.217893248637,0.000896987031987356,-89.6987031987355
1.257974969901,0.000973625361668948,-97.3625361668948
1.294048519038,0.000910388088859059,-91.0388088859059
1.330122068175,0.000730117797642373,-73.0117797642373
1.366195617312,0.000455923383236703,-45.5923383236703
1.411287553733,3.52377589079788e-005,-3.52377589079788
1.456379490154,-0.000392616690432655,39.2616690432655
1.501471426575,-0.000741238688067867,74.1238688067867
1.542054169354,-0.000928605454740101,92.8605454740101
1.582636912133,-0.000964347009121212,96.4347009121212
1.619161380634,-0.00086216903911546,86.216903911546
1.655685849135,-0.000646461899837765,64.6461899837765
1.692210317636,-0.00034554739043159,34.554739043159
1.728734786137,9.85780377764782e-007,-0.0985780377764782
1.765259254638,0.000347321477913817,-34.7321477913817
1.801783723139,0.000647598795213922,-64.7598795213922
1.83830819164,0.000862135389645043,-86.2135389645043
1.874832660141,0.000962678024944154,-96.2678024944153
1.911357128642,0.000936047227805356,-93.6047227805356
1.947881597143,0.000785824269166194,-78.5824269166194
1.984406065644,0.000531889477146799,-53.1889477146799
2.03006165127,0.000120339494837345,-12.0339494837345
2.075717236896,-0.000315905956158645,31.5905956158645
2.121372822522,-0.000686646333736842,68.6646333736843
2.162462849585,-0.000900511279440334,90.0511279440334
2.199443873941,-0.000964718009026777,96.4718009026777
2.236424898297,-0.000898456820684203,89.8456820684202
2.273405922653,-0.000710865911694202,71.0865911694202
2.319632203098,-0.00034514626133068,34.514626133068
2.365858483543,9.3482651917712e-005,-9.3482651917712
2.412084763988,0.000512155840482695,-51.2155840482695
2.453688416388,0.00079798333786104,-79.798333786104
2.491131703548,0.00093887842694098,-93.887842694098
2.528574990708,0.00094944068577644,-94.944068577644
2.566018277868,0.000828586992602165,-82.8586992602165
2.603461565028,0.00059300362790767,-59.300362790767
2.650265673978,0.000187476490493544,-18.7476490493544
2.697069782928,-0.000258768885622639,25.8768885622639
2.743873891878,-0.000648686267601092,64.8686267601092
2.785997589933,-0.000880747420102723,88.0747420102723
2.823908918182,-0.000957719777010897,95.7719777010897
2.861820246431,-0.000898570969330176,89.8570969330176
2.89973157468,-0.000712022128928919,71.2022128928919
2.947120734991,-0.000340846168527776,34.0846168527777
2.994509895302,0.000105966372701818,-10.5966372701818
3.041899055613,0.000529063362146666,-52.9063362146666
3.084549299893,0.000811014048464741,-81.1014048464741
3.122934519745,0.00094042823286215,-94.042823286215
3.161319739597,0.000932694387072373,-93.2694387072373
3.199704959449,0.000789400956612471,-78.9400956612471
3.238090179301,0.000531342145807269,-53.1342145807269
3.286071704116,0.000105055644399436,-10.5055644399436
3.334053228931,-0.000345336352977541,34.5336352977541
3.377236601264,-0.000685696071592626,68.5696071592626
3.416101636363,-0.000884479764313467,88.4479764313467
3.454966671462,-0.000950745302068367,95.0745302068367
3.493831706561,-0.000875283261079643,87.5283261079643
3.53269674166,-0.000669442858275799,66.9442858275799
3.571561776759,-0.000363705593842315,36.3705593842315
3.620143070633,8.91209144922262e-005,-8.91209144922262
3.668724364507,0.000521324635842085,-52.1324635842085
3.712447528993,0.000808170135835716,-80.8170135835716
3.75179837703,0.000936016294521866,-93.6016294521866
3.791149225067,0.000920335325821932,-92.0335325821932
3.830500073104,0.00076417177373651,-76.417177373651
3.869850921141,0.000491367407537775,-49.1367407537775
3.919039481187,5.03112288938145e-005,-5.03112288938145
3.968228041233,-0.000403021097124183,40.3021097124183
4.012497745274,-0.000730910980572094,73.0910980572094
4.052340478911,-0.000905397649189794,90.5397649189794
4.092183212548,-0.000937391351752788,93.7391351752788
4.128041672821,-0.000840523008531574,84.0523008531574
4.163900133094,-0.000637041894570503,63.7041894570502
4.208723208435,-0.000272568067278711,27.2568067278711
4.253546283776,0.000146210706648356,-14.6210706648356
4.298369359117,0.000535841053705532,-53.5841053705532
4.338710126924,0.000796814208469783,-79.6814208469783
4.379050894731,0.000928960528548122,-92.8960528548122
4.415357585757,0.000920306180630555,-92.0306180630555
4.451664276783,0.000791815189978152,-79.1815189978152
4.487970967809,0.000560159980545971,-56.0159980545971
4.533354331591,0.000172013067200497,-17.2013067200497
4.578737695373,-0.000251236827539649,25.1236827539649
4.624121059155,-0.000623036339364954,62.3036339364954
